course_id,title,weeks,language,level,topic,start_date,end_date,short_description,long_description
dsp-001,Digital Signal Processing,10,English,Master,Computer Science,18.02.13 00:00,29.04.13 00:00,"The course provides a comprehensive overview of digital signal processing theory, covering discrete time, Fourier analysis, filter design, sampling, interpolation and quantization; it also includes a primer on image processing and on current data communication systems.",Learn the fundamentals of digital signal processing theory and discover the myriad ways DSP makes everyday life more productive and fun.
